#NAME	2WT-2m_S1	3WT-2m_S1	5WT-2m_S2	8WT-2m_S3	9WT-2m_S4	10WT-2m_S5	2AD-2m_S6	4AD-2m_S2	5AD-2m_S7	8AD-2m_S8	9AD-2m_S9	10AD-2m_S10	2WT-6m_S11	3WT-6m_S1	5WT-6m_S12	8WT-6m_S2	9WT-6m_S3	10WT-6m_S4	2AD-6m_S5	4AD-6m_S7	5AD-6m_S6	8AD-6m_S8	9AD-6m_S9	10AD-6m_S10	2WT-12m_S1	5WT-12m_S2	6WT-12m_S4	8WT-12m_S3	9WT-12m_S5	10WT-12m_S6	2AD-12m_S7	5AD-12m_S8	6AD-12m_S9	8AD-12m_S10	9AD-12m_S11	10AD-12m_S12
k__Bacteria;p__Bacteroidetes;c__CFGB637;o__OFGB637;f__FGB637;g__GGB27849;s__GGB27849_SGB40283	226312	270208	57622	117618	61656	80004	557090	1449720	542036	241886	424942	157156	151882	175364	22218	29014	133836	142956	425854	424194	385846	330150	331230	346158	281472	185338	102540	60994	73990	175874	377040	582	530590	205342	260950	273252
k__Bacteria;p__Bacteroidetes;c__CFGB636;o__OFGB636;f__FGB636;g__GGB14001;s__GGB14001_SGB21428	438582	1704312	240220	436986	252832	412436	1152304	5216040	1063394	365458	781246	863598	145436	344642	167474	98926	307326	467340	466634	498278	406300	766236	1045170	764900	648140	428502	259274	217940	219196	515846	849394	38860	595344	367584	238718	1023932
k__Bacteria;p__Bacteroidetes;c__CFGB4425;o__OFGB4425;f__FGB4425;g__GGB27914;s__GGB27914_SGB40352	131840	136108	57142	174526	29720	101134	129196	208230	58986	73870	106128	54796	30512	22826	25820	48916	69582	85416	56840	28210	0	78064	77234	90780	76434	66038	32604	92036	44796	139810	80598	0	90022	75074	55468	31514
k__Bacteria;p__Bacteroidetes;c__CFGB10197;o__OFGB10197;f__FGB10197;g__GGB31109;s__GGB31109_SGB44380	11354	97674	494612	50030	28242	14418	58380	386172	11534	41604	136214	72962	41072	18358	82050	96562	111870	34474	20844	37266	68860	28094	46256	270264	11934	157892	251528	61858	29740	124192	103000	342	172708	144086	144592	7960
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB27792;s__GGB27792_SGB40208	108390	953802	532304	254850	93972	351142	122298	132064	40450	31892	48038	120088	61694	83270	209080	100116	144012	369558	79788	64818	164206	260574	210134	208976	137550	217514	62130	208418	120552	276720	149596	139366	54634	129358	99930	155398
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB27782;s__GGB27782_SGB40196	30098	44628	174194	113930	7324	30144	29742	37294	46962	21512	39732	34974	13192	22736	47410	12988	14710	35164	38834	8498	222246	64270	81626	65632	11678	107786	33146	59540	3762	29150	63906	33654	33224	118752	32572	91390
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB27778;s__GGB27778_SGB40192	163442	1263800	590740	212842	50572	246394	191214	371068	22294	39960	161396	310546	482282	78300	803322	67950	391706	489610	330388	202050	164048	205092	359550	235340	344746	461226	95970	266238	475484	406332	276332	416	163286	318518	260454	61982
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB24102;s__GGB24102_SGB35895	1717814	4352654	2383708	1906912	392036	1621344	842846	61898	265324	574482	889356	901058	1598288	610450	3432	911232	1339822	1534456	913482	837844	744812	792008	706846	1078938	741352	460040	800104	1914292	1424084	1031836	957126	2578	1026480	1198470	1215804	250796
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_sp_MGM1	702682	482470	1129728	1411460	191598	318930	2256466	2071482	1011074	646446	961084	2309116	668092	895394	293304	549090	552672	480090	3001478	1383608	5154776	5213688	3923300	3259392	438748	1324984	1169362	2219614	439864	922270	2928698	223676	2797882	3391480	2107382	2833058
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_sp_Z80	385162	1196718	620586	1035422	162956	468176	1510832	1262656	518982	468016	659200	761460	389678	453078	394586	148430	252730	647084	915538	687420	549114	681562	583594	953834	493232	599902	798706	514110	522382	869092	871972	18616	1357954	860460	744828	258574
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__GGB28248;s__GGB28248_SGB40791	507750	1346792	1643960	993198	354838	1143906	323612	255674	131410	172998	131114	495970	393854	148328	596828	9884	422582	1243858	537698	317202	256076	128108	281816	415022	580006	661828	645620	952268	849076	1179898	361736	325606	327416	452082	509158	138158
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum_intestinale	4436236	11626148	1425336	3856204	634106	6177878	3641312	7985002	2891420	1508528	2013932	1713710	1004098	1182266	1001222	1499524	1525880	189924	2408268	1031760	2013130	2832628	2378478	2072544	2644142	1126440	782086	1326828	1017622	3150798	2498362	11588	1981630	1741576	1289984	1129042
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum_intestinale	675678	761066	96700	362764	94990	583566	1531980	1947430	881970	459730	458090	199970	191058	345286	53012	165478	252008	601670	825344	721576	2027154	814552	1096866	987292	334074	295784	642506	133276	185664	775196	1894182	290630	1419720	380964	662240	1941220
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum_gordoncarteri	818406	3066356	231676	2293866	128312	229016	6762798	16087176	5524794	3363128	2926080	1926906	640916	1066722	123380	521724	597700	873396	3559224	7490348	1551830	3003052	2795360	3676564	3317300	1653564	1518868	1877782	507802	3793680	5400976	36584	11897834	3657868	4281876	4832652
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae_unclassified;s__Muribaculaceae_bacterium_Isolate_013_NCI	99474	351402	106782	607748	22832	33250	2412	2193812	363124	623206	726898	312058	26238	34422	72588	49044	50628	118884	195410	144510	20540	73188	116316	10282	472272	163530	43450	279222	123280	295176	208030	0	42628	213824	123868	173536
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae_unclassified;s__Muribaculaceae_bacterium	7679568	17020846	3672816	7213572	1203400	7143616	14326976	23816322	6194970	3113384	5564836	6116068	2123352	2124536	1403084	1196814	2342322	6158622	4878794	3913170	5830686	6450270	6730728	6161572	4179048	1766748	1862724	1883490	2171960	5969488	6459870	1644806	6727656	3783048	3608226	6537244
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__GGB1503;s__GGB1503_SGB2082	1000712	1598026	96200	1009082	108432	1048634	0	1033118	70228	155646	619154	261572	171018	173456	196656	118210	447520	1082978	11218	214524	0	0	183552	16004	233454	237636	500268	339516	520022	873038	256692	0	949924	301356	6086	17794
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__GGB14014;s__GGB14014_SGB21441	61492	149350	291998	672186	2384	12492	3018	699102	856200	582302	186988	17728	2096	2842	28204	37998	5974	33614	7086	130686	14842	9508	94340	6530	29724	44320	6268	51424	6052	34680	69228	0	57950	169738	76070	69326
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella_muris	883282	1009344	364022	722798	56684	312080	1764976	3251738	2004418	1211886	1160556	267692	163476	268528	209184	142490	174128	761672	1791398	1136736	0	1253516	1178542	737938	871252	508862	673072	818784	221466	823618	1922480	793066	2060548	1299590	1311316	2625372
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella_freteri	2680928	4669934	1178282	1633058	391608	4164026	1332266	2672404	1383976	492078	912660	1055388	627990	368590	493528	799400	529866	1573106	815944	865700	2220062	1631004	1165204	1353356	1071018	598516	367822	895018	483410	1810048	1251846	217494	955138	926508	1076326	1418048
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella_dubosii	6969206	12273678	4184500	7809354	1544374	5064606	7907354	14453162	6131228	2876824	2055488	2459570	2733842	2751290	1923496	2802622	2261778	4512214	8637238	1493370	8412332	8403732	2650288	3906012	5270436	3594264	2146004	6273982	2239674	7669322	4149092	628398	4279506	3233086	291138	7702038
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB27893;s__GGB27893_SGB40327	192416	227014	95756	145784	33708	152110	171724	154868	117190	54102	90048	74196	46116	31724	48576	57276	56054	95696	163886	61316	341424	203958	219082	179958	114846	100610	72168	130386	46326	192338	311994	358206	227134	249208	162890	306996
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB27892;s__GGB27892_SGB40326	680124	988462	134700	1013880	135578	379526	1932716	3559196	1011132	629568	860024	958328	126156	121644	85382	77620	108944	297508	256832	250664	390932	447690	416752	443800	202430	139578	170628	286946	94736	196746	337020	28748	454634	303702	232820	338508
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB27890;s__GGB27890_SGB40324	19618	13804	20548	20112	500	10236	44724	21322	19276	7964	30276	11890	3618	1658	7300	4884	2238	7908	10256	4464	2428	2494	13200	3974	16158	5170	2790	11664	740	6046	14426	0	5068	8248	5850	7898
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB27885;s__GGB27885_SGB40319	66378	44902	32268	89224	2738	14912	67958	52838	23996	19560	34464	18470	20770	8342	9362	16498	4288	13340	28848	27984	70922	22326	142448	45244	15396	12034	28026	72452	1332	14852	49084	137382	75994	92408	53760	133102
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB27876;s__GGB27876_SGB40310	1538782	1054308	763518	1269798	335986	2304646	1031514	1998718	702398	334450	593938	566398	115272	307534	414956	736586	476198	1265482	1721442	615602	1537376	985862	432566	1304102	20248	788230	306430	855246	160112	1578000	843358	23220	973562	719282	316796	182054
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB27872;s__GGB27872_SGB40306	318886	444028	50268	182816	69070	335396	305796	471758	178264	72266	84912	112030	49536	44532	24094	40312	67416	168640	95770	198404	142004	150888	160674	107740	205362	59714	59114	98086	100792	189612	163978	16486	228316	90116	76138	223052
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB24149;s__GGB24149_SGB35953	153092	172404	29050	221582	16962	124294	82136	158802	102278	67266	75076	45854	42360	22868	28866	72106	50088	101380	135190	36494	141622	75512	126754	146664	79268	66044	46510	150966	21864	141510	143458	3874	115730	139894	90534	110364
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB24148;s__GGB24148_SGB35952	971786	1523686	400110	1120282	232438	343508	1821342	4099230	771902	603824	943670	930582	523316	450308	552640	421722	682092	933640	2578594	933546	1448356	2122940	1028144	1377904	2281956	1203796	717606	1392336	887720	1731970	1763856	8360	2247290	1156730	1057128	1683346
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB24146;s__GGB24146_SGB35950	157936	211928	68842	227990	29026	114330	195430	503818	191478	127690	116076	104532	59180	36376	23818	66222	55446	105934	151598	66128	164584	179804	140092	209664	171226	70346	48496	91980	60592	156682	134752	10722	160358	103526	123864	135796
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__GGB24132;s__GGB24132_SGB35935	180280	280472	66444	207680	37822	238854	396150	578748	334238	209096	444912	180768	42976	48764	35784	51830	148682	218264	239522	138616	55064	160770	244710	276294	273984	124592	80894	157360	128456	259340	185816	1336	410520	144660	144140	166958
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_acidifaciens	586332	870540	371694	425192	59788	211834	945826	642136	779124	293486	1133866	574132	166550	31116	111644	172046	51428	183966	193748	144876	226470	318690	1929530	639832	84104	267098	350570	235422	21202	289322	1700998	8768122	845400	648714	867674	6767490
k__Bacteria;p__Bacteria_unclassified;c__CFGB9644;o__OFGB9644;f__FGB9644;g__GGB28948;s__GGB28948_SGB41654	3034	13404	100654	12778	55538	11888	39158	9060	3866	17804	6792	23188	44924	29124	22368	28884	47500	10770	12606	18240	11648	17538	36386	11656	6774	8818	126148	16276	39204	6876	15970	0	160644	49078	22798	4976
k__Bacteria;p__Bacteria_unclassified;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28904;s__GGB28904_SGB41597	65442	221818	1436216	145138	359302	170216	137812	25800	21326	37258	47584	64198	345394	218068	113152	128644	301898	108360	62214	45506	21880	44482	117252	47282	46634	50882	375818	89142	250190	11328	17956	15214	166178	528188	104436	61872
k__Bacteria;p__Bacteria_unclassified;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28901;s__GGB28901_SGB41592	149928	580044	0	0	269444	202072	20568	13220	0	0	123364	0	101392	137894	0	0	93698	31908	21852	1100	0	0	60464	114732	64132	0	81884	0	497822	7136	6012	0	18048	0	29460	29718
k__Bacteria;p__Bacteria_unclassified;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28898;s__GGB28898_SGB41580	24820	341008	479538	157840	50188	72612	42866	49660	1288	28096	89638	43400	41814	23032	0	5970	80602	36204	12168	9660	0	6276	7042	4288	32176	3110	57362	38862	0	0	14340	0	8674	47558	0	0
k__Bacteria;p__Bacteria_unclassified;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28897;s__GGB28897_SGB41579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4938	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteria_unclassified;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28894;s__GGB28894_SGB41575	19296	413760	171876	171864	5528	1718	53902	47242	2242	1440	1498	22314	1714970	603334	230150	484610	278480	165852	235838	416	818	0	532	0	20848	24372	50260	392508	159490	100156	1046	606	26592	0	9220	6752
k__Bacteria;p__Bacteria_unclassified;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28888;s__GGB28888_SGB41569	35404	101174	493372	135324	208460	112084	75526	10072	9834	1834	57252	55706	141394	167122	68540	41144	68482	38338	26560	12210	13530	2936	2458	39528	39264	25270	93370	53846	91068	9424	23030	184	29634	63480	33894	28106
k__Bacteria;p__Bacteria_unclassified;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB28887;s__GGB28887_SGB41568	230	7124	16986	7830	3184	0	0	60	0	0	2764	2030	57232	150412	3752	0	1396	0	2648	4138	4538	0	0	0	25198	2998	47442	3554	8458	1724	25654	0	59878	0	137378	0
k__Bacteria;p__Bacteria_unclassified;c__CFGB8123;o__OFGB8123;f__FGB8123;g__GGB28955;s__GGB28955_SGB41663	10106	105506	2686	172218	272554	69990	294434	78772	47196	102304	511650	724522	277804	624050	362322	463506	632268	190798	44472	195448	13372	21078	217050	101670	93948	127610	421608	17366	1270170	242606	9068	608	194214	67836	732878	0
k__Bacteria;p__Bacteria_unclassified;c__CFGB8123;o__OFGB8123;f__FGB8123;g__GGB28950;s__GGB28950_SGB41657	3418	33184	89786	32934	44696	15402	18702	942	784	0	0	82926	8332	0	77450	47718	28246	35030	19812	0	157384	103502	0	6280	7716	5502	0	0	166482	942	8666	42168	1944	5848	1232	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_J10_2018	0	979902	0	0	0	0	30576	5607176	0	0	4582296	1986080	131928	744102	0	0	712754	84484	0	0	0	0	3718928	1267948	327714	0	1082992	0	1375782	0	0	3576	0	540	1346700	545830
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_D16_76	0	56724	189720	19026	2102	3898	90262	49978	16404	28122	35148	29078	66634	35112	60516	79140	105786	18302	29136	63984	224	6708	25444	42470	11336	24176	139270	97944	79220	12348	15116	4796	109214	27754	55010	6252
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_D16_63	52292	270546	90570	145740	6192	35796	16670	205548	10882	31304	10132	19070	40296	17892	19488	36536	50504	35486	10834	622	10040	2730	36698	1458	4584	9166	12788	90288	9606	10456	3064	0	5136	4670	14160	11886
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_D16_50	0	148408	0	0	6272	0	0	3218	0	0	1688	9478	0	98708	37896	158654	178206	1664	17622	2868	6776	14384	452	51366	0	47134	51862	122666	66786	26856	0	0	7970	0	220768	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_D16_29	3738	29552	191970	51246	17466	1982	47158	20152	634	42402	176984	89634	144726	26126	84414	44154	172540	10656	57200	15190	20460	10848	79670	29698	23618	61012	503050	104818	133124	66248	45722	0	67846	179184	158790	2076
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1xD8_6	67190	0	1022674	60004	0	46814	0	0	6762	0	116518	867032	35062	139358	850436	40886	13262	6226	419356	186406	902	4358	13158	317648	184320	295772	24942	18490	27486	3580	22894	0	22856	14564	19318	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1xD8_48	2066	41566	39714	24662	2022	12832	56926	22430	220	25690	103382	63072	103338	49730	25858	66924	36064	21470	31624	27516	0	16514	6958	28446	11888	12074	128052	36990	36472	14028	39834	0	71500	69406	81370	440
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1xD42_87	0	0	45978	0	0	0	0	0	0	5242	0	0	0	0	25894	0	0	0	0	0	0	2830	0	0	2138	2490	0	25062	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1xD42_67	0	2144	4748	2200	0	0	5398	3182	0	4656	10018	9638	13806	9610	2928	2836	8680	1558	2438	2052	528	0	1536	4162	0	750	14076	1680	9506	900	2700	0	8280	2744	11518	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1xD42_62	1184	1608	0	13570	0	0	4848	14296	4458	36918	82886	15332	5160	5652	17520	7202	19758	1042	5324	10476	13730	8610	2610	22988	5648	8280	44094	11816	28604	0	34628	0	14188	126936	4652	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1XD8_76	0	10494	0	1474	0	0	17874	6016	0	11452	17692	16166	162586	28590	5384	93820	190934	11738	27294	16722	0	17938	39518	38940	27856	30636	193956	28738	71514	60460	7200	0	282	17230	115028	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1XD42_76	3206	39684	110598	40394	17296	8426	44486	10354	0	3256	0	42700	95138	56910	27014	25264	44138	16428	47358	18900	5740	616	1514	24676	21456	25584	59966	4778	45730	23334	20886	72852	32082	8828	87274	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1XD42_54	23106	49450	7346	7892	5756	5064	2430	60948	2516	1162	2666	926	4994	28196	0	4518	2234	6286	7592	33864	104494	17292	3438	0	7988	342	19726	13084	3718	11008	1906	0	72942	0	1162	3694
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1XD42_1	5140	41964	134380	89614	29274	21590	40968	44752	770	13790	117892	31960	66596	15948	133840	139836	8952	18288	78442	19490	1520	5950	57690	4116	11438	84248	20770	80980	57966	9446	31310	0	87082	49398	25738	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1XD21_70	0	0	0	0	0	0	98	0	0	0	0	66	358	496	0	0	504	0	0	0	0	0	260	0	0	0	2010	0	0	0	0	0	32	1464	0	0
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_1XD21_13	1710	31498	59020	26708	24354	11258	42274	10038	3312	13814	21100	32652	71700	35836	21238	19088	47126	14700	11678	6622	9098	15520	3916	9530	7302	6124	1374	15594	51220	9286	576	0	11160	10462	6164	2984
k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__bacterium_0_1xD8_82	6056	12782	142088	22886	31398	13638	36706	18814	10092	50142	68806	88746	28774	34660	40462	9586	20078	5630	27834	41916	82078	17726	31894	22276	11486	30040	436184	34306	105940	9574	96276	0	38138	175496	54638	1866
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB30048;s__GGB30048_SGB42949	618	25788	19070	4434	13456	17674	8536	3786	9054	12774	13662	3648	1684	24456	430	776	6178	8596	4520	8738	1548	10920	5912	13622	3138	2930	55908	0	1424	12032	23232	0	64182	13050	18382	2678
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Enterorhabdus_sp_P55	39602	165950	37664	82448	24370	135398	95524	131940	35064	48154	73346	69458	37784	29202	21172	35274	52818	50878	59462	31766	40566	50022	41418	20720	53100	30552	52000	41022	59852	78436	48558	46360	109798	64718	57566	41014
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthellaceae_unclassified;s__Eggerthellaceae_bacterium	1744	14766	1304	5164	1234	3040	10064	27460	2822	4892	19384	6932	3232	676	1532	2484	3770	3150	9538	4698	2226	2254	7904	2808	6160	2266	6732	3446	8456	7572	6160	1106	19556	15044	11284	4204
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia_muris	202120	421908	112956	31528	72962	254474	232816	458724	86258	95250	204356	194712	28606	82672	17086	7760	77790	122966	10622	60408	75926	51108	206022	140238	38482	43680	117830	44406	120306	209046	108386	264294	358816	67372	259054	196810
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia_mucosicola	73408	111000	85920	210898	19668	243418	83138	107312	24160	71500	47426	48416	57826	75048	19984	33530	76384	40560	62186	31968	39896	47242	41476	46306	77712	46522	55512	104648	68454	113698	55828	40942	122044	98312	59250	61658
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia_caecimuris	94090	509808	118320	203572	47778	313848	167330	154446	49520	57440	78746	71192	136712	72902	92652	101168	113832	126924	222652	48468	235962	85346	101010	55610	177826	72130	92530	88712	132920	99236	133142	50044	97334	205260	111606	50080
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia_caecicola	10394	28186	3618	19108	3176	17648	44580	77424	22668	16622	50420	16610	23040	37054	13522	10036	21776	25762	74326	23604	42576	42158	56240	32306	29092	14936	40690	11382	6520	19666	75186	3736	161114	51594	89798	41142
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobiaceae_unclassified;s__Atopobiaceae_bacterium_FL090493	11414	411586	3656	1308	6688	852	76940	2163358	602000	463566	356554	60458	2628	3484	0	0	25924	7020	256518	378438	115574	17782	13788	15352	39704	269430	34654	0	22836	139466	208534	1148	519462	15560	21444	54616
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__GGB31179;s__GGB31179_SGB44472	14178	15376	10924	14680	6080	4752	200306	272754	193062	105914	169112	201046	3278	35880	2644	1800	7008	12704	15432	66892	523040	321980	399628	90406	3956	10988	119430	24390	9342	31982	358834	1010268	496456	250704	197252	738438
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__GGB30413;s__GGB30413_SGB43452	0	14352	0	10162	0	0	12604	18696	0	100232	27906	54766	21448	1076	50612	0	81590	2644	4668	0	0	2040	94068	18376	2756	13098	8584	134118	17248	18880	0	0	15260	50324	12234	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__GGB30303;s__GGB30303_SGB43268	13164	21826	60766	74406	41300	18518	3674	2644	824	8794	1330	5860	36288	10128	60864	66882	26094	16976	0	7932	1202	2182	7562	11942	10286	8334	10878	14116	38696	8270	45116	0	13576	12958	24142	1756
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__GGB30302;s__GGB30302_SGB43267	1962	27022	29958	24188	12368	17170	46830	26948	3576	27702	110224	7578	33252	15624	56894	5904	20834	10552	34574	17272	11466	3766	34962	35054	5338	34202	17764	40534	20804	5820	33616	0	21330	20448	129044	420
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__GGB30302;s__GGB30302_SGB43266	0	3446	0	8936	10690	0	1078	1112	0	12222	72538	3186	18906	3482	0	0	4522	2290	2966	10142	0	0	2454	1134	0	48046	0	3014	652	1230	2738	0	30700	13162	25386	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__GGB30301;s__GGB30301_SGB43265	1856	14890	71718	16024	18460	10882	38744	6246	4546	22948	24932	29692	32588	19468	15976	22580	11292	5982	40732	13188	1922	2076	8508	5992	3350	3074	35070	7902	16208	3638	17582	0	30390	16586	28666	1276
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__GGB30300;s__GGB30300_SGB43264	0	2544	0	5354	0	1220	3834	0	0	0	2006	770	5330	0	8938	1114	3098	1860	1924	226	0	0	0	3486	2836	7274	1818	118	7874	2964	0	0	3010	2780	9076	0
